fullVisitorId,visitStartTime,date,deviceCategory,isMobile,operatingSystem,browser,country,city,trafficSource,trafficMedium,trafficCampaign,isFirstVisit,totalVisits,totalHits,totalPageviews,totalTimeOnSite,productPagesViewed,addedToCart
3572331587418147063,1489835134,2017-03-18 00:00:00.000000 UTC,mobile,true,iOS,Safari,Malaysia,Kuala Lumpur,google,cpc,(not set),0,1,1,1,0,0,0
2570925369372206349,1489259967,2017-03-11 00:00:00.000000 UTC,mobile,true,iOS,Safari,Malaysia,Kuala Lumpur,google,cpc,AW - Accessories,1,1,2,2,109,0,0
3844577421888589624,1489053961,2017-03-09 00:00:00.000000 UTC,mobile,true,iOS,Safari,Australia,Melbourne,google,cpc,AW - Accessories,1,1,5,4,15,1,0
8672532887463165550,1493307473,2017-04-27 00:00:00.000000 UTC,mobile,true,iOS,Chrome,Hong Kong,South San Francisco,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,10,10,297,0,0
0394751336808752841,1479625387,2016-11-19 00:00:00.000000 UTC,mobile,true,iOS,Safari,Singapore,Singapore,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
0590260046317346698,1495207615,2017-05-19 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Palo Alto,google,cpc,AW - Accessories,0,1,1,1,0,0,0
897929726789240710,1476647004,2016-10-16 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
4707176983189872134,1471368556,2016-08-16 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Austin,google,cpc,(not set),0,1,1,1,0,0,0
5457882515893242622,1487801976,2017-02-22 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Philadelphia,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
6396804274219029612,1475887812,2016-10-07 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Houston,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
6560517878660612555,1489765868,2017-03-17 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Montreal,google,cpc,AW - Accessories,0,1,1,1,0,0,0
3654251922477068110,1492516363,2017-04-18 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Columbus,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
400123865495017006,1490896922,2017-03-30 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Accessories,0,1,1,1,0,0,0
3200192040886380623,1494893388,2017-05-15 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Pittsburgh,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
2630947158896857635,1487559379,2017-02-19 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Nashville,google,cpc,AW - Accessories,0,1,1,1,0,0,0
1998812923155939676,1493138714,2017-04-25 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Cupertino,google,cpc,AW - Accessories,0,1,1,1,0,0,0
1839808315566003551,1489620120,2017-03-15 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Accessories,0,1,1,1,0,0,0
1765519541268420983,1475835335,2016-10-07 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Washington,google,cpc,(not set),0,1,1,1,0,0,0
2363794042638610110,1494349817,2017-05-09 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
255426690734799790,1477016641,2016-10-20 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Washington,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
9992603645664414135,1482503892,2016-12-23 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Milpitas,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
3909829536318648840,1495849661,2017-05-26 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Jersey City,google,cpc,AW - Accessories,0,1,1,1,0,0,0
8939135954018717805,1488140035,2017-02-26 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Ann Arbor,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
4101654355075426967,1475430459,2016-10-02 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Boston,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
9718094369689113964,1489889614,2017-03-18 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Accessories,0,1,1,1,0,0,0
4634588172969827431,1477835842,2016-10-30 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,(not set),0,1,1,1,0,0,0
0493910848610074995,1493494067,2017-04-29 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
4762320540576504134,1493154768,2017-04-25 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Boston,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
1569254763310009668,1473825186,2016-09-13 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Charlotte,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
7618881420671107313,1493255798,2017-04-26 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
7514219688015327280,1495462258,2017-05-22 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Fresno,google,cpc,AW - Accessories,0,1,1,1,0,0,0
3227490699169288260,1490301820,2017-03-23 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Fremont,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
879690201496363233,1491547449,2017-04-06 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,San Mateo,google,cpc,AW - Accessories,0,1,1,1,0,0,0
7354716567304220162,1476818548,2016-10-18 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
1839808315566003551,1489617673,2017-03-15 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Accessories,0,1,1,1,0,0,0
1545687292483430315,1493076806,2017-04-24 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
7471876279673785606,1471927824,2016-08-22 00:00:00.000000 UTC,tablet,true,iOS,Chrome,United States,Irvine,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
4707176983189872134,1471390635,2016-08-16 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Austin,google,cpc,(not set),0,1,1,1,0,0,0
6863584912356465521,1477012952,2016-10-20 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Ashburn,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,1,1,0,0,0
6016367411443530840,1471827733,2016-08-21 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
7248670538847615879,1494457309,2017-05-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Houston,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
089751452993981479,1494868078,2017-05-15 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Accessories,1,1,1,1,0,0,0
2648945920508125720,1487185770,2017-02-15 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Washington,google,cpc,(not set),1,1,1,1,0,0,0
4266507611324816562,1495328101,2017-05-20 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Washington,google,cpc,AW - Accessories,1,1,1,1,0,0,0
8737227268698418554,1482797475,2016-12-26 00:00:00.000000 UTC,mobile,true,iOS,Safari (in-app),United States,Portland,google,cpc,(not set),1,1,1,1,0,0,0
3285872438121784661,1482776221,2016-12-26 00:00:00.000000 UTC,tablet,true,iOS,Chrome,United States,Milpitas,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
0011241678559146702,1489024247,2017-03-08 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
5563097770965456345,1473105550,2016-09-05 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Milpitas,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
968021914097523335,1492977513,2017-04-23 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Diego,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
809464263955913427,1470746417,2016-08-09 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Salem,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
0935982460549476203,1488321584,2017-02-28 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Tampa,google,cpc,AW - Accessories,1,1,1,1,0,0,0
5012098908187517675,1473172138,2016-09-06 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
9186894607881619309,1496110200,2017-05-29 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Jersey City,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
7370866405462749046,1484787584,2017-01-18 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,(not set),1,1,1,1,0,0,0
9298801515729672094,1472590937,2016-08-30 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
0519356459104483883,1486739398,2017-02-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Diego,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
8877467909538003458,1494923113,2017-05-16 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Irvine,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
2565328215555698355,1494465358,2017-05-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
5618568636373369621,1494818634,2017-05-14 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
7471876279673785606,1471927787,2016-08-22 00:00:00.000000 UTC,tablet,true,iOS,Chrome,United States,Irvine,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
7667502473199424778,1493037940,2017-04-24 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Washington,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
641154433722713537,1474423305,2016-09-20 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,1,1,0,0,0
608627948157075104,1483900490,2017-01-08 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Houston,google,cpc,(not set),1,1,1,1,0,0,0
0590260046317346698,1495204586,2017-05-19 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Palo Alto,google,cpc,AW - Accessories,1,1,1,1,0,0,0
5254179701113444344,1472083286,2016-08-24 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,(not set),0,1,2,2,18,0,0
1839808315566003551,1489592356,2017-03-15 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Accessories,0,1,2,2,7,0,0
9246170127578832991,1495945345,2017-05-27 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Palo Alto,google,cpc,AW - Accessories,0,1,2,2,25,0,0
3625346952668485538,1496283837,2017-05-31 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Bruno,google,cpc,AW - Accessories,0,1,2,2,11,0,0
5254179701113444344,1470687338,2016-08-08 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,(not set),0,1,2,2,102,0,0
9592560811612376734,1495257162,2017-05-19 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Santa Clara,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,2,2,101,0,0
3039845544360156165,1471815527,2016-08-21 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Palo Alto,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,2,2,5,0,0
5780586788426864580,1486735781,2017-02-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Accessories,0,1,2,2,49,0,0
5780586788426864580,1486735892,2017-02-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Accessories,0,1,2,2,58,0,0
9164647431911805619,1488953209,2017-03-07 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Accessories,1,1,2,2,6,0,0
1863316554905126619,1493319878,2017-04-27 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,2,2,33,0,0
8344007920922021445,1489796296,2017-03-17 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Diego,google,cpc,AW - Accessories,1,1,2,2,162,0,0
3640287044859718740,1496292355,2017-05-31 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Irvine,google,cpc,AW - Accessories,1,1,2,2,31,0,0
4762320540576504134,1493148866,2017-04-25 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Boston,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,2,2,29,0,0
3722392915112994656,1487187852,2017-02-15 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Orlando,google,cpc,AW - Accessories,1,1,2,2,69,0,0
1346965548549937706,1487273642,2017-02-16 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Diego,google,cpc,AW - Accessories,1,1,2,2,14,0,0
0825345349392292039,1491864157,2017-04-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Austin,google,cpc,AW - Accessories,1,1,2,2,21,0,0
4051121258068496867,1486737431,2017-02-10 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Houston,google,cpc,AW - Accessories,1,1,2,2,13,0,0
5879134428131685673,1474447728,2016-09-21 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Milpitas,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,2,2,6,0,0
1839808315566003551,1489555184,2017-03-14 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Accessories,1,1,2,2,4,0,0
2310028738927051048,1493068019,2017-04-24 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Pueblo,google,cpc,AW - Accessories,1,1,2,2,102,0,0
4239214342425760851,1493869799,2017-05-03 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Cupertino,google,cpc,AW - Accessories,1,1,2,2,85,0,0
1068080768148325038,1492094503,2017-04-13 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,3,3,21,0,0
9820517544640329794,1488305141,2017-02-28 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,3,3,14,0,0
5254179701113444344,1471371732,2016-08-16 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,(not set),0,1,3,3,57,0,0
2310028738927051048,1493068251,2017-04-24 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Pueblo,google,cpc,AW - Accessories,0,1,3,3,130,0,0
6083238093157251365,1473460759,2016-09-09 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,3,3,20,0,0
1084945324829784575,1492567975,2017-04-18 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Philadelphia,google,cpc,AW - Dynamic Search Ads Whole Site,0,1,3,3,42,0,0
2681125773622313828,1495149046,2017-05-18 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Lehi,google,cpc,AW - Accessories,0,1,3,3,126,0,0
2638236153598770209,1491338245,2017-04-04 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Accessories,1,1,3,3,204,0,0
894605166594705592,1487349314,2017-02-17 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Ann Arbor,google,cpc,AW - Accessories,1,1,3,3,22,0,0
6396804274219029612,1475859881,2016-10-07 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Houston,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,37,0,0
3128514495756852610,1479585372,2016-11-19 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Palo Alto,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,11,0,0
6196504747675152769,1475868131,2016-10-07 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Pittsburgh,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,26,0,0
1556158280394453162,1491067711,2017-04-01 00:00:00.000000 UTC,tablet,true,iOS,Chrome,United States,Houston,google,cpc,AW - Accessories,1,1,3,3,54,0,0
35665368634848699,1493763362,2017-05-02 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Washington,google,cpc,AW - Accessories,1,1,3,3,46,0,0
9273539287263312604,1490359383,2017-03-24 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Accessories,1,1,3,3,55,0,0
3912665163107254523,1473103705,2016-09-05 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Fremont,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,2,55,0,0
6678677325596369472,1476661469,2016-10-16 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Mateo,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,25,0,0
7754695540026041089,1496289967,2017-05-31 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,San Diego,google,cpc,AW - Accessories,1,1,3,3,239,0,0
8231530803258169699,1488072812,2017-02-25 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Santa Clara,google,cpc,AW - Accessories,1,1,3,3,112,0,0
171677471967723042,1477026849,2016-10-20 00:00:00.000000 UTC,tablet,true,iOS,Safari,United States,Houston,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,2,26,0,0
423352037491230933,1473461672,2016-09-09 00:00:00.000000 UTC,mobile,true,iOS,Chrome,United States,Austin,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,55,0,0
5583855607463853724,1487824851,2017-02-22 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Washington,google,cpc,AW - Accessories,1,1,3,3,99,0,0
1068080768148325038,1492094472,2017-04-13 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Dallas,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,17,0,0
8686120391880037306,1492516178,2017-04-18 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Columbus,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,27,0,0
7618881420671107313,1493168404,2017-04-25 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Atlanta,google,cpc,AW - Dynamic Search Ads Whole Site,1,1,3,3,41,0,0
6560517878660612555,1489762460,2017-03-17 00:00:00.000000 UTC,mobile,true,iOS,Safari,United States,Montreal,google,cpc,AW - Accessories,0,1,4,4,56,0,0
